country_or_area,year,demand,production,exports,imports,geothermal,hydro,solar,tide,wind
Ireland,2012,26545,27600,370,784,0,1014,1,0,4010
Ireland,2006,27328,27480,9,1787,0,1088,0,0,1622
Ireland,2011,26851,27474,242,732,0,707,1,0,4380
Slovakia,2014,25750,27401,11862,12964,0,4462,597,0,6
Peru,2006,26932,27358,0,0,0,21483,0,0,1
Kuwait,1997,23390,27254,0,0,0,0,0,0,0
Bahrain,2014,27253,27246,237,240,0,0,0,0,0
Paraguay,1990,2275,27226,24804,3,0,27199,0,0,0
Paraguay,1992,2394,27141,24619,1,0,27115,0,0,0
Nigeria,2011,26260,27034,0,0,0,5883,0,0,0
Slovakia,1995,24363,26774,2065,3448,0,5226,0,0,0
"China, Hong Kong SAR",1994,33236,26741,1758,8253,0,0,0,0,0
Syrian Arab Republic,2001,23662,26712,0,0,0,3410,0,0,0
Belarus,2003,31311,26627,3987,10818,0,28,0,0,0
Algeria,2001,24460,26624,196,210,0,69,0,0,0
United Arab Emirates,1996,24286,26572,0,0,0,0,0,0,0
Viet Nam,2000,26060,26561,0,0,0,14551,0,0,0
Belarus,1999,31564,26516,3028,10192,0,19,0,0,0
Bangladesh,2005,25662,26506,0,0,0,1293,0,0,0
Morocco,2012,31054.8,26495.3,0,4841,0,1816,0,0,728
Belarus,2002,30864,26455,3513,10068,0,28,0,0,0
Ireland,2014,26955,26314,704,2853,0,988,1,0,5140
Iraq,1993,26300,26300,0,0,0,600,0,0,0
"Korea, Dem.Ppl's.Rep.",1991,24825,26300,0,0,0,15000,0,0,0
Oman,2013,25661,26240,0,0,0,0,0,0,0
Libya,2007,25429,26234,104,77,0,0,0,0,0
Singapore,1997,24763,26188,0,0,0,0,0,0,0
Slovakia,2009,25084,26155,7682,8994,0,4604,0,0,6
Ireland,2013,26774,26142,383,2625,0,944,1,0,4542
Nigeria,2010,25373,26121,0,0,0,6374,0,0,0
Belarus,2000,31194,26095,2764,9975,0,20,0,0,0
Belarus,1997,31479,26057,2688,10308,0,21,0,0,0
Slovakia,1998,23985,26032,3091,4381,0,4567,0,0,0
Israel,1993,23805,26015,630,0,0,26,0,0,0
Kuwait,1996,22265,26005,0,0,0,0,0,0,0
Libya,2011,24005,25999,121,56,0,0,0,0,0
Denmark,1990,31330,25982,4925,11973,0,28,0,0,610
Ireland,2005,26305,25970,1,2045,0,975,0,0,1112
Syrian Arab Republic,2013,22441,25933,529,0,0,3000,0,0,0
Bahrain,2013,25864,25909,53,70,0,0,0,0,0
Slovakia,1996,25965,25760,2353,5875,0,4533,0,0,0
Slovakia,1994,22801,25712,2379,2807,0,4609,0,0,0
Peru,2005,25279,25660,0,0,0,19962,0,0,1
Ireland,2004,25435,25569,0,1574,0,984,0,0,655
Algeria,2000,23142,25412,319,223,0,54,0,0,0
Slovakia,1997,25865,25347,2743,6798,0,4358,0,0,0
Iraq,1992,25300,25300,0,0,0,700,0,0,0
Chile,1994,24728,25277,0,0,0,16986,0,0,0
Malaysia,1990,24153,25263,162,104,0,3982,0,0,0
Ireland,2003,24680,25219,10,1176,0,956,0,0,454
Syrian Arab Republic,2000,22317,25217,0,0,0,3231,0,0,0
Ireland,2002,23895,25195,62,565,0,1264,0,0,388
Israel,1992,23063,25144,615,0,0,29,0,0,0
Belarus,2001,31195,25042,2718,10989,0,30,0,0,0
Oman,2012,24365,25017,0,0,0,0,0,0,0
United Arab Emirates,1995,23191,24982,0,0,0,0,0,0,0
Puerto Rico,2005,23846.8,24962,0,0,0,138,0,0,0
Ireland,2001,22948,24956,288,38,0,920,0,0,334
Puerto Rico,2006,23837.4,24947,0,0,0,142,0,0,0
Belarus,1995,29847,24918,2907,10066,0,20,0,0,0
Bahrain,2012,24498,24770,190,35,0,0,0,0,0
Libya,2006,24035,24754,93,126,0,0,0,0,0
Azerbaijan,2014,23365,24728,489,124,0,1300,3,0,2
"Korea, Dem.Ppl's.Rep.",1992,22750,24700,0,0,0,14200,0,0,0
Bangladesh,2004,23926,24684,0,0,0,1226,0,0,0
Philippines,1990,23531,24658,0,0,5466,6061,0,0,0
Algeria,1999,22601,24654,210,175,0,100,0,0,0
Puerto Rico,2007,23718.3,24636,0,0,0,164,0,0,0
Azerbaijan,2006,24388,24543,879,1766,0,2518,0,0,0
Slovakia,1993,22654,24442,2880,4297,0,3865,0,0,0
Peru,2004,24052,24415,0,0,0,17525,0,0,1
Morocco,2011,28752,24364.2,0,4607,0,2139,0,0,692
Bahrain,2011,24338,24338,107,227,0,0,0,0,0
Ecuador,2014,24581.3,24307.2,47.2,836.7,0,11457.9,16.5,0,79.7
Nigeria,2004,23581,24275,0,0,0,8108,0,0,0
Kuwait,1995,20796,24254,0,0,0,0,0,0,0
Qatar,2009,22648,24158,0,0,0,0,0,0,0
Puerto Rico,2004,23004.8,24135,0,0,0,138,0,0,0
Philippines,1991,22981,24067,0,0,5757,5160,0,0,0
Chile,1993,23528,24003,0,0,0,17852,0,0,0
Ireland,2000,22333,23977,71,169,0,1150,0,0,244
Puerto Rico,2003,22914,23937,0,0,0,260,0,0,0
Philippines,1993,22718,23845,0,0,5668,5009,0,0,0
United Arab Emirates,1994,23736,23736,0,0,0,0,0,0,0
Belarus,1996,30101,23728,2601,11144,0,16,0,0,0
Slovakia,1992,23504,23627,2527,5995,0,2332,0,0,0
Algeria,1998,21610,23615,262,255,0,100,0,0,0
Viet Nam,1999,23089,23559,0,0,0,13774,0,0,0
Nigeria,2005,22866,23539,0,0,0,7768,0,0,0
Puerto Rico,2010,22809,23497.3,0,0,0,132.8,0,0,0
Belarus,1998,32095,23492,2073,12747,0,28,0,0,0
Singapore,1996,22192,23458,0,0,0,0,0,0,0
Bahrain,2010,23421,23441,19,192,0,0,0,0,0
Azerbaijan,2013,22025,23354,495,127,0,1489,1,0,1
Philippines,1992,22203,23336,0,0,5700,4267,0,0,0
Ecuador,2013,23473.6,23260.4,29,662.3,0,11038.8,3.7,0,56.7
Puerto Rico,2009,22013,23238.5,0,0,0,169.5,0,0,0
"Korea, Dem.Ppl's.Rep.",2008,21004,23205,0,0,0,14068,0,0,0
Puerto Rico,2002,22086,23176,0,0,0,220,0,0,0
Kuwait,1994,19887,23152,0,0,0,0,0,0,0
Peru,2003,22725,23128,0,0,0,18534,0,0,1
Puerto Rico,2008,22270.9,23117,0,0,0,156,0,0,0
Nigeria,2006,22449,23110,0,0,0,6263,0,0,0
"Korea, Dem.Ppl's.Rep.",1994,21227,23100,0,0,0,13800,0,0,0
"Korea, Dem.Ppl's.Rep.",1995,21083,23000,0,0,0,14200,0,0,0
Azerbaijan,2012,21472,22988,680,141,0,1821,0,0,0
Nigeria,2007,22321,22978,0,0,0,6227,0,0,0
"Korea, Dem.Ppl's.Rep.",2005,20739,22912,0,0,0,13132,0,0,0
Azerbaijan,2005,23070,22872,880,2082,0,3009,0,0,0
Morocco,2010,26530,22852.5,0,3939,0,3631,0,0,659
Ecuador,2012,22689.3,22848,11.9,238.2,0,12237.7,0.3,0,2.4
Bahrain,2008,22291,22819,275,0,0,0,0,0,0
Syrian Arab Republic,1999,20216,22816,0,0,0,2720,0,0,0
Puerto Rico,2012,21453.6,22555.6,0,0,0,124.8,2.1,0,0
Bahrain,2009,22548,22555,0,168,0,0,0,0,0
Puerto Rico,2011,21889.7,22507.4,0,0,0,149.5,0,0,0
"Korea, Dem.Ppl's.Rep.",2006,20307,22435,0,0,0,12620,0,0,0
Chile,1992,21984,22363,0,0,0,16750,0,0,0
Libya,2005,21714,22317,105,152,0,0,0,0,0
Puerto Rico,2001,21203,22302,0,0,0,210,0,0,0
Peru,2002,21805,22176,0,0,0,18040,0,0,1
"Korea, Dem.Ppl's.Rep.",1993,20355,22100,0,0,0,13300,0,0,0
Puerto Rico,1999,20947,22073,0,0,0,160,0,0,0
Singapore,1995,20905,22057,0,0,0,0,0,0,0
Ireland,1999,20763,22009,49,290,0,1090,0,0,187
"Korea, Dem.Ppl's.Rep.",2004,19889,21973,0,0,0,12500,0,0,0
Oman,2011,21354,21874,0,0,0,0,0,0,0
Azerbaijan,2007,20430,21847,786,548,0,2364,0,0,0
Puerto Rico,2000,20729,21814,0,0,0,160,0,0,0
Azerbaijan,2004,22116,21743,1008,2373,0,2755,0,0,0
Puerto Rico,2013,21259,21743,0,0,0,90.9,25.6,0,118
United Arab Emirates,1993,21730,21730,0,0,0,0,0,0,0
Syrian Arab Republic,2014,19106,21726,138,0,0,3000,0,0,0
Bahrain,2007,20842,21722,0,13,0,0,0,0,0
Viet Nam,1998,21215,21688,0,0,0,11095,0,0,0
"Korea, Dem.Ppl's.Rep.",2010,19609,21664,0,0,0,13400,0,0,0
Azerbaijan,2008,19923,21643,812,216,0,2232,0,0,0
Qatar,2008,19747,21616,0,0,0,0,0,0,0
Nigeria,2002,20929,21545,0,0,0,8234,0,0,0
"Korea, Dem.Ppl's.Rep.",2007,19482,21523,0,0,0,13280,0,0,0
Israel,1991,19726,21514,744,0,0,6,0,0,0
Algeria,1997,20051,21489,312,312,0,75,0,0,0
Puerto Rico,2014,20521.5,21316.8,0,0,0,81,47.5,0,219.1
"Korea, Dem.Ppl's.Rep.",1996,19474,21300,0,0,0,12500,0,0,0
Azerbaijan,2003,21867,21286,871,2436,0,2469,0,0,0
Syrian Arab Republic,1998,18759,21159,0,0,0,2700,0,0,0
Ireland,1998,19686,21151,73,152,0,1189,0,0,169
"Korea, Dem.Ppl's.Rep.",2009,19123,21127,0,0,0,12500,0,0,0
Nigeria,2008,20506,21110,0,0,0,5721,0,0,0
"Korea, Dem.Ppl's.Rep.",2003,19006,20998,0,0,0,11720,0,0,0
Peru,2001,20652,20948,0,0,0,17606,0,0,1
Morocco,2009,25016,20935,0,4623,0,2952,0,0,391
Israel,1990,19165,20898,456,0,0,3,0,0,0
Iraq,1991,20810,20810,0,0,0,310,0,0,0
Singapore,1994,19510,20676,91,0,0,0,0,0,0
Algeria,1996,19259,20654,422,280,0,130,0,0,0
Ecuador,2011,21472.3,20544.1,14.4,1294.6,0,11133.1,0.1,0,3.3
Turkmenistan,2014,15648,20400,3210,0,0,0,0,0,0
Morocco,2008,24004,20347,0,4261,0,1360,0,0,298
Azerbaijan,2011,18670,20294,805,128,0,2676,0,0,0
Libya,2004,17812,20202,0,0,0,0,0,0,0
"Korea, Dem.Ppl's.Rep.",2001,18284,20200,0,0,0,10600,0,0,0
Nigeria,2003,19607,20184,0,0,0,7448,0,0,0
Puerto Rico,1997,18868,20005,0,0,0,93,0,0,0
Chile,1991,19498,19961,0,0,0,13134,0,0,0
Ireland,1997,18439,19953,76,64,0,942,0,0,50
Peru,2000,19622.2037,19922.3137,0,0,0,16175.8697,0,0,0
Algeria,1994,17470,19888,1191,67,0,166,0,0,0
Morocco,2006,21105,19862,0,2027,0,1585,0,0,183
Oman,2010,19160,19819,0,0,0,0,0,0,0
Nigeria,2009,19211,19777,0,0,0,4529,0,0,0
"Korea, Dem.Ppl's.Rep.",2002,17900,19776,0,0,0,10620,0,0,0
Azerbaijan,1992,18185,19763,1396,883,0,1747,0,0,0
Algeria,1995,18212,19714,491,218,0,193,0,0,0
Bangladesh,2003,18999,19712,0,0,0,1126,0,0,0
Morocco,2007,22608,19670,0,3507,0,1318,0,0,279
Ecuador,2010,20044.7,19509.8,10,872.9,0,8636.4,0,0,3.4
Lithuania,2003,9445,19488,11674,4144,0,985,0,0,0
Qatar,2007,17913,19462,0,0,0,0,0,0,0
Algeria,1993,16935,19415,1324,83,0,353,0,0,0
"Korea, Dem.Ppl's.Rep.",2000,17560,19400,0,0,0,10200,0,0,0
Puerto Rico,1998,18263,19396,0,0,0,100,0,0,0
Cuba,2014,18310.1,19366,0,0,0,104.1,0,0,0
"Korea, Dem.Ppl's.Rep.",1997,17597,19300,0,0,0,10700,0,0,0
Lithuania,2004,9782,19274,11488,4293,0,943,0,0,1
Morocco,2005,19518,19243,0,814,0,1412,0,0,206
"Korea, Dem.Ppl's.Rep.",2012,17411,19236,0,0,0,13500,0,0,0
"Korea, Dem.Ppl's.Rep.",2011,17402,19226,0,0,0,13200,0,0,0
Ireland,1996,17575,19180,182,53,0,982,0,0,14
Viet Nam,1997,18805,19152,0,0,0,11677,0,0,0
Cuba,2013,18121.3,19139.6,0,0,0,127.3,0,0,0
Puerto Rico,1996,18010,19130,0,0,0,141,0,0,0
Azerbaijan,1993,18100,19100,200,300,0,2400,0,0,0
Peru,1999,18790.6261,19049.6718,0,0.3,0,14540.5793,0,0,0
Tunisia,2014,18282,19024,625,536,0,56,25,0,507
Azerbaijan,2001,18597,18969,966,1642,0,1301,0,0,0
Singapore,1993,17880,18962,52,0,0,0,0,0,0
Libya,2003,16702,18943,0,0,0,0,0,0,0
Lithuania,1992,13389,18918,10642,5338,0,453,0,0,0
Kuwait,1990,15929,18887,0,0,0,0,0,0,0
Turkmenistan,2013,14594,18870,2850,0,0,0,0,0,0
Azerbaijan,2009,17638,18868,380,110,0,2308,0,0,2
Ecuador,2008,18957,18817,38,500,0,11294,0,0,3
Dominican Republic,2013,17941.62,18799.47,0,0,0,1871.78,0,0,243.05
Puerto Rico,1995,17682,18747,0,0,0,100,0,0,0
Azerbaijan,2010,17373,18710,462,100,0,3446,0,0,1
Azerbaijan,2002,19195,18701,925,2375,0,2020,0,0,0
Azerbaijan,2000,18173,18699,863,1357,0,1534,0,0,0
United Arab Emirates,1992,18689,18689,0,0,0,0,0,0,0
"Korea, Dem.Ppl's.Rep.",1999,16889,18600,0,0,0,10300,0,0,0
Peru,1998,18299,18582,0,1,0,13808.3,0,0,0
Oman,2009,17823,18445,0,0,0,0,0,0,0
Cuba,2012,17450,18432,0,0,0,111,0,0,0
Tunisia,2013,17685,18381.62,233,177,0,60,11.62,0,358
Chile,1990,17757,18372,0,0,0,8928,0,0,0
"Korea, Dem.Ppl's.Rep.",2013,16593,18332,0,0,0,13900,0,0,0
Algeria,1992,16190,18286,1061,133,0,199,0,0,0
Jordan,2014,18009,18270.4,64,435,0,58,0,0,2.4
Ecuador,2009,19004.3,18264.6,20.8,1120.8,0,9225.4,0,0,3.2
Bangladesh,2002,17445,18221,0,0,0,1066,0,0,0
Kuwait,1993,15186,18200,0,0,0,0,0,0,0
Azerbaijan,1999,17899,18177,886,1636,0,1506,0,0,0
Syrian Arab Republic,1997,15854,18154,0,0,0,2600,0,0,0
Iceland,2014,17475,18122,0,0,5238,12873,0,0,8
Iceland,2013,17580,18116,0,0,5245,12863,0,0,3
Puerto Rico,1994,17025,18086,0,0,0,46,0,0,0
Tunisia,2012,17370,18059.4,426,384,0,110,3.4,0,196
Azerbaijan,1998,17262,17998,1002,1242,0,1951,0,0,0
Dominican Republic,2014,17370.18,17961.98,0,0,0,1266.86,0,0,243.2
Lebanon,2014,18088,17952,0,136,0,193,0,0,0
Peru,1997,17673,17951,0,2,0,13213,0,0,0
"Korea, Dem.Ppl's.Rep.",2014,16210,17909,0,0,0,13000,0,0,0
Ireland,1995,16444,17859,35,20,0,968,0,0,16
Cuba,2011,16812,17759,0,0,0,99,0,0,0
Turkmenistan,2012,13689,17750,2720,0,0,0,0,0,0
Dominican Republic,2012,17235.84,17745.64,0,0,0,1782.89,0,0,95.82
Tajikistan,1993,16569,17741,6386,5214,0,17118,0,0,0
Mozambique,2014,14958,17739,10199,7656,0,16358.8,1.2,0,0
Cuba,2009,16841,17727,0,0,0,151,0,0,0
Lithuania,2002,8993,17721,11018,4532,0,781,0,0,0
Cuba,2008,16784,17681,0,0,0,138,0,0,0
Lithuania,1998,9150,17631,6466,384,0,895,0,0,0
Cuba,2007,16694,17622,0,0,0,121,0,0,0
Azerbaijan,1994,16671,17583,280,540,0,1829,0,0,0
Iceland,2012,17026,17549,0,0,5209,12337,0,0,0
Singapore,1992,16573,17543,0,0,0,0,0,0,0
Libya,2002,15446,17531,0,0,0,0,0,0,0
Morocco,2004,17961,17496,0,1512,0,1616,0,0,199
Tajikistan,2007,17498,17494,4259,4361,0,17114,0,0,0
Lebanon,2013,18009,17487,0,522,0,1269,0,0,0
Bosnia and Herzegovina,2013,12758,17451,6862,3167,0,7236,0,0,0
Peru,1995,17207,17440,0,1,0,13782,0,0,0
Slovenia,2014,13380,17437,9997,7254,0,6366,257,0,4
Puerto Rico,1993,16445,17434,0,0,0,139,0,0,0
Cuba,2010,16484,17387,0,0,0,97,0,0,0
Algeria,1991,15494,17345,796,135,0,293,0,0,0
Peru,1996,16940,17280,0,1,0,13549,0,0,0
Syrian Arab Republic,1996,14978,17278,0,0,0,2550,0,0,0
Jordan,2013,16969,17263,59,381,0,55,0,0,3
United Arab Emirates,1991,17222,17222,0,0,0,0,0,0,0
Turkmenistan,2011,13369,17220,2550,0,0,0,0,0,0
Iceland,2011,16655,17211,0,0,4702,12507,0,0,0
Bosnia and Herzegovina,2010,12329,17124,6905,3076,0,8026,0,0,0
Tajikistan,2013,16081,17115,1061,117,0,17071,0,0,0
Ireland,1994,15727,17106,0,0,0,1198,0,0,19
Tajikistan,2005,17242,17090,4258,4508,0,16967,0,0,0
Azerbaijan,1996,16486,17088,580,1022,0,1538,0,0,0
Kuwait,1992,14409,17085,0,0,0,0,0,0,0
Kyrgyzstan,2006,14561,17082,2521,0,0,14887,0,0,0
United Arab Emirates,1990,17081,17081,0,0,0,0,0,0,0
Qatar,2006,15667,17080,0,0,0,0,0,0,0
Iceland,2010,16560,17059,0,0,4465,12592,0,0,0
Azerbaijan,1995,16340,17045,500,899,0,1556,0,0,0
Bangladesh,2001,16254,17021,0,0,0,993,0,0,0
"Korea, Dem.Ppl's.Rep.",1998,15421,17000,0,0,0,10200,0,0,0
Tajikistan,2012,16246,16998,775,114,0,16924,0,0,0
Tajikistan,1994,16481,16982,6072,5571,0,16691,0,0,0
Mozambique,2009,12460,16963,12700,8340,0,16950,0,0,0
Viet Nam,1996,16639,16944,0,0,0,12008,0,0,0
Tajikistan,2006,17446,16935,4231,4840,0,16701,0,0,0
Puerto Rico,1992,16205,16905,0,0,0,300,0,0,0
Azerbaijan,1997,16250,16836,284,715,0,1712,0,0,0
Iceland,2009,16333,16834,0,0,4553,12279,0,0,0
Mozambique,2011,13297,16830,11954,8570,0,16810,0,0,0
Tajikistan,1992,17654,16822,5596,6428,0,15928,0,0,0
Lithuania,1996,9130,16789,9341,4182,0,874,0,0,0
Dominican Republic,2011,16208.61,16701.03,0,0,0,1513.38,0,0,13.99
Mozambique,2010,12980,16666,12075,8533,0,16647,0,0,0
Turkmenistan,2010,12991,16663,2410,0,0,3,0,0,0
Singapore,1991,15682,16597,0,0,0,0,0,0,0
Jordan,2012,16657,16596,104,784,0,61,0,0,3
Tajikistan,2003,16420,16509,4596,4605,0,16336,0,0,0
Tunisia,2011,15884,16496.5,161,131,0,54,1.5,0,109
Tajikistan,2004,16749,16491,4451,4807,0,16339,0,0,0
Tajikistan,2014,15155,16472,1326,33,0,16000,0,0,0
Cuba,2006,15584,16469,0,0,0,94,0,0,0
Iceland,2008,15981,16467,0,0,4038,12427,0,0,0
Slovenia,2010,13045,16440,10745,8625,0,4703,13,0,0
Tajikistan,2010,16490,16436,286,432,0,16401,0,0,0
Kyrgyzstan,2005,13731,16415,2684,0,0,14259,0,0,0
Slovenia,2009,12316,16403,10839,7780,0,4715,4,0,0
Slovenia,2008,13758,16399,7824,6225,0,4018,1,0,0
Ireland,1993,15070,16396,0,0,0,1012,0,0,15
Tunisia,2010,15837,16369.2,122,141,0,50,0.2,0,139
Lebanon,2011,17205,16365,0,840,0,805,0,0,0
Ecuador,2007,16877,16361,38,861,0,9037,0,0,1
Morocco,2003,16802,16358,0,1417,0,1456,0,0,203
Kyrgyzstan,2004,12950,16312,3382,54,0,14094,0,0,0
Nigeria,1996,15788,16243,0,0,0,5500,0,0,0
Tajikistan,2011,16119,16234,197,172,0,16196,0,0,0
Puerto Rico,1991,15521,16221,0,0,0,290,0,0,0
Tajikistan,2008,16986,16205,4421,5297,0,15858,0,0,0
Tajikistan,2009,16133,16166,4247,4304,0,15949,0,0,0
Bosnia and Herzegovina,2014,12336,16160,5998,3162,0,5935,0,0,0
Nigeria,1997,15656,16117,0,0,0,5593,0,0,0
Dominican Republic,2010,15700.74,16115.96,0,0,0,1416.08,0,0,0
Libya,2001,14269,16111,0,0,0,0,0,0,0
Algeria,1990,14868,16104,303,205,0,135,0,0,0
Slovenia,2013,13435,16103,8811,7521,0,4923,215,0,4
Nigeria,1999,15629,16089,0,0,0,6148,0,0,0
Mozambique,2007,12163,16076,12347,8568,0,16063,0,0,0
Slovenia,2011,13436,16059,8408,7036,0,3706,65,0,0
Oman,2008,15720,16049,0,0,0,0,0,0,0
Puerto Rico,1990,15328,16028,0,0,0,280,0,0,0
Ireland,1992,14709,16013,0,0,0,1050,0,0,5
Kyrgyzstan,2000,13055,15983,3153,321,0,13683,0,0,0
Turkmenistan,2009,12672,15983,2100,0,0,3,0,0,0
Nigeria,1995,15417,15857,0,0,0,5500,0,0,0
Cuba,2003,14840,15811,0,0,0,128,0,0,0
Tajikistan,1999,15509,15797,3831,3641,0,15427,0,0,0
Bangladesh,2000,14885,15771,0,0,0,946,0,0,0
Slovenia,2012,13415,15736,8491,7452,0,4087,163,0,0
Kyrgyzstan,1996,13373,15729,2881,815,0,12255,0,0,0
Lebanon,2010,16957,15712,0,1245,0,839,0,0,0
Cuba,2002,14713,15699,0,0,0,106,0,0,0
Bosnia and Herzegovina,2009,11711,15668,5877,2887,0,6239,0,0,0
Peru,1994,15428,15660,0,1,0,12754,0,0,0
Mozambique,2013,14706,15645,9058,8339,0,14805,0,0,0
Cuba,2004,14677,15633,0,0,0,88,0,0,0
Singapore,1990,14798,15618,0,0,0,0,0,0,0
Morocco,2001,16297,15615,0,1541,0,871,0,0,206
Kyrgyzstan,2003,13261,15576,1716,108,0,13516,0,0,0
Nigeria,1994,14926,15531,138,0,0,5562,0,0,0
Libya,2000,13724,15496,0,0,0,0,0,0,0
Nigeria,2001,15020,15462,0,0,0,5909,0,0,0
Tunisia,2009,14994,15428,152,192,0,79,0,0,97
Lithuania,2009,10223,15358,7715,4783,0,1139,0,0,158
Cuba,2005,14419,15341,0,0,0,68,0,0,0
Peru,1991,15081,15325,0,0,0,11493,0,0,0
Tajikistan,2002,15989,15302,3874,4659,0,15164,0,0,0
Cuba,2001,14352,15300,0,0,0,75,0,0,0
Syrian Arab Republic,1995,13100,15300,0,0,0,2510,0,0,0
Dominican Republic,2008,14841.81,15286.76,0,0,0,1382.46,0,0,0
Bosnia and Herzegovina,2011,12738,15280,5660,4171,0,4387,0,0,0
Slovenia,2004,13552,15271,8189,7433,0,4094,0,0,0
Syrian Arab Republic,1994,12982,15182,0,0,0,2458,0,0,0
Kyrgyzstan,2012,13270,15168,1840,177,0,14179,0,0,0
Mozambique,2012,13469,15166,9791,8304,0,15145,0,0,0
Kyrgyzstan,2011,12251,15158,2848,174,0,14139,0,0,0
Ireland,1991,13932,15148,0,0,0,964,0,0,0
Mozambique,2008,12001,15127,11212,8207,0,15114,0,0,0
Slovenia,2005,13824,15117,9667,9342,0,3461,0,0,0
Slovenia,2006,14161,15115,7662,7706,0,3591,0,0,0
Morocco,2002,15559,15111,0,1372,0,850,0,0,194
Nigeria,1998,14679,15111,0,0,0,5775,0,0,0
Tunisia,2008,14578,15073,129,122,0,38,0,0,39
Dominican Republic,2009,14639.14,15059.59,0,0,0,1453.14,0,0,0
Turkmenistan,2008,12373,15043,1530,0,0,3,0,0,0
Slovenia,2007,14273,15043,5877,6106,0,3266,0,0,0
Cuba,2000,14104,15032,0,0,0,89,0,0,0
Tajikistan,1996,15239,15000,4610,4930,0,14825,0,0,0
Nigeria,1992,14421,14956,92,0,0,6059,0,0,0
Kyrgyzstan,2001,12911,14936,2165,322,0,12430,0,0,0
Croatia,2010,18248,14902,8447,12415,0,9232,0,0,139
Turkmenistan,2007,11805,14883,1950,0,0,3,0,0,0
Lithuania,1997,9066,14861,3757,232,0,769,0,0,0
Kyrgyzstan,2007,11999,14830,2579,4,0,12736,0,0,0
Lebanon,2012,15149,14826,0,323,0,1007,0,0,0
Bosnia and Herzegovina,2008,12210,14823,5057,3412,0,4867,0,0,0
Lithuania,2005,10094,14784,8607,5641,0,820,0,0,2
Jordan,2010,14845,14777,58,670,0,61,0,0,3
Tajikistan,1995,15430,14768,4198,4860,0,14596,0,0,0
Lithuania,2001,8705,14737,8406,4442,0,701,0,0,0
Mozambique,2006,11602,14737,12825,9839,0,14717,0,0,0
Nigeria,2000,14306,14727,0,0,0,5628,0,0,0
Peru,1993,14441,14697,0,0,0,11795,0,0,0
Cuba,1990,13661,14678,0,0,0,104,0,0,0
Jordan,2011,15683,14647,86,1738,0,55,0,0,3
Slovenia,2002,12559,14598,4928,3794,0,3312,0,0,0
Kyrgyzstan,2014,14516,14572,72,286,0,13298,0,0,0
Tunisia,2007,14060,14521,0,0,0,49,0,0,43
Ireland,1990,13244,14515,0,0,0,983,0,0,0
Nigeria,1993,14038,14505,104,0,0,5572,0,0,0
Cuba,1999,13563,14492,0,0,0,103,0,0,0
Slovenia,2001,11819,14466,4926,3154,0,3796,0,0,0
Zambia,2014,12881,14452,1256,13,0,14042,0,0,0
Bangladesh,1999,13638,14450,0,0,0,833,0,0,0
Tajikistan,1998,14565,14422,3724,3969,0,14149,0,0,0
Libya,1999,12760,14407,0,0,0,0,0,0,0
Nigeria,1991,13616,14398,92,0,0,5931,0,0,0
Qatar,2005,13144,14396,0,0,0,0,0,0,0
Tajikistan,2001,15633,14382,4047,5396,0,14206,0,0,0
Dominican Republic,2007,13885.46,14348.63,0,0,0,1681.22,0,0,0
Lithuania,1993,9517,14325,8467,5736,0,562,0,0,0
Kyrgyzstan,1995,12717,14285,1622,254,0,11118,0,0,0
Kyrgyzstan,1997,12373,14285,2417,715,0,10934,0,0,0
Jordan,2009,13980,14272,139,383,0,59,0,0,3
Tajikistan,2000,15482,14247,3909,5242,0,13913,0,0,0
Oman,2007,11664,14167,0,0,0,0,0,0,0
Jordan,2008,13770,14160,323,547,0,62,0,0,3
Myanmar,2014,14004.5,14156.3,0,0,0,8828.84,0,0,0
Cuba,1998,13191,14149,0,0,0,97,0,0,0
Ecuador,2006,15416,14148,1,1570,0,7130,0,0,0
Cuba,1997,13196,14146,0,0,0,130,0,0,0
Kyrgyzstan,1999,12138,14135,2011,184,0,12142,0,0,0
Tunisia,2006,13092,14122,135,142,0,92,0,0,38
Bosnia and Herzegovina,2012,12991,14082,4525,4481,0,4215,0,0,0
Viet Nam,1995,13789,14060,0,0,0,10582,0,0,0
Croatia,2013,17379,14052,7391,11260,0,8727,11,0,517
Kyrgyzstan,2013,13435,14011,377,0,0,13097,0,0,0
Lithuania,2007,10756,14007,7218,5846,0,958,0,0,106
Tajikistan,1997,14005,14005,4247,4345,0,13713,0,0,0
Croatia,2004,16359,13990,2302,5298,0,7720,0,0,2
Lithuania,2008,11015,13913,6606,5649,0,988,0,0,131
Lithuania,1995,8697,13898,7948,5270,0,751,0,0,0
Morocco,1997,12398,13892,0,122,0,2083,0,0,0
Nigeria,1990,13043,13881,0,0,0,4387,0,0,0
Peru,1990,13684,13824,0,0,0,10480,0,0,0
Slovenia,2003,13059,13820,5811,5975,0,2957,0,0,0
Kyrgyzstan,1992,11313,13789,2176,0,0,9200,0,0,0
Dominican Republic,2006,13368,13780,0,0,0,1750,0,0,0
Morocco,1998,13776,13774,0,715,0,1777,0,0,0
Lebanon,2009,14926,13771,0,1155,0,622,0,0,0
Slovenia,1998,10972,13728,2630,711,0,3449,0,0,0
Morocco,2000,15278,13715,0,2328,0,718,0,0,64
Turkmenistan,2006,10968,13653,1650,0,0,3,0,0,0
Slovenia,2000,11474,13624,5553,4232,0,3834,0,0,0
Croatia,2014,16944,13554,6945,10898,0,9125,35,0,730
